article_id,title,paragraph,model_name,answer_1,answer_2,answer_3,comments,question_1,question_2,question_3,non_answer,correct_answer_1,correct_answer_2,correct_answer_3,correct_count,is_correct_answer_1,is_correct_answer_2,is_correct_answer_3,non_answer_1,non_answer_2,non_answer_3,all_options_1,all_options_2,all_options_3,para_id,Model
11,Insects Could be the Planets Next Food Source,"In March, a BBC documentary movie will feature food writer Stefan Gates searching out. It will also eat deep-fried locusts and barbecued tarantulas. But behind all the jokes about flies in the soup, there is a deeply serious message. Many experts believe there is a clear environmental benefit to humans eating creepy-crawlies. The U.N.’s Food and Agriculture Organization (FAO) has been funding since 2011. It is aimed at promoting insects in south-east Asia and Africa. About two billion people already eat insects and caterpillar larvae as a regular part of their diet. In 2012, the FAO published a list of 1,909 edible species of insect and, with sponsorship from the Dutch government, plans a major meeting on “this valuable food source” in 2013.",control-sup-grade5,The introduction of a new food source to south-east Asia and Africa,The FAO is funding projects to encourage eating insects there,To encourage more people to start eating insects,"
","According to experts, what will be an effect of eating insects?",What is true about south-east Asia and Africa?,Why does the FAO fund projects in south-east Asia and Africa?,0,Eating insects could improve the environment,The FAO is funding projects to encourage eating insects there,To encourage more people to start eating insects,2,False,True,True,False,False,False,"['Eating insects could improve the environment', 'The environment will have fewer insects', 'The introduction of a new food source to south-east Asia and Africa', 'Eating insects will promote a healthy diet']","['The FAO is funding projects to encourage eating insects there', 'The UN is farming insects there', 'BBC documentaries about eating insects are being filmed there', 'Thousands of insects species live there']","['To encourage more people to start eating insects', 'To convince two billion people who don’t have enough food to start eating insects', 'To show that eating insects is a serious issue', 'To make people healthier for relatively little cost']",2,ControlSup-Grade5
3,Bangladeshi Organization Delivers a Lesson on Ending Child Labor,"For 14 years, SOHAY, a grassroots non-governmental organization (NGO) paid for by the Global Fund for Children and Comic relief. It has been working in poor areas of Dhaka to get child laborers into school. It focuses on children working in dangerous conditions, in aluminum and plastic factories. It also focuses on tanneries. The classroom is one of 23 city centers that SOHAY has set up across the capital. The centers prepare children for elementary school with classes that help them catch up on their education. Once they are in elementary school, the children can do homework at the center. They can help from their peers. Alamin, ten, who used to work in a plastic factory, attends one of the centers. His father is a street seller and his mother a part-time job. They are all happy that he’s now in school and away from hazardous work. His friend Rabi says he wants to forget his past in the factory. “I like school,” he says.",control-sup-grade5,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,"
",What do the classes at the center do?,Who is Alamin?,What does Alamin currently do?,0,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,3,True,True,True,False,False,False,"['Assist children with getting ready for primary school', 'Provide children additional homework', 'Teach children safety conditions for doing risky work', 'Provide childcare for children while their parents are working']","['A former factory worker', 'A teacher in one of the centers', 'A 14 year old from SOHAY', 'A factory owner who is against child labor']","['Attends one of the learning centers', 'Works at a plastic factory', 'Volunteers at an NGO', 'Rescues children from factories']",2,ControlSup-Grade5
20,Rwandan Women Whip up Popular Ice Cream Business,"The shop, which has “ice cream, coffee, dreams” across its signage, is full of curiosity about the dessert and “Changing Lives” in the process, says Inzozi Nziza’s manager. “ice cream is important,” she says between a honey-flavored offering. “Some Rwandans like ice cream, but it’s a new thing. We still have some work to do, to tell others that they’ll enjoy it. True to Inzozi Nziza’s motto, the shop can certainly make dreams come true. “I didn’t have a job before: I just stayed at home. Now, I have a vision for the future. I am making money and I can give some of it to my family,” says the 27-year-old.",control-sup-grade5,Ice cream is currently not very common in Rwand,Provide financial support to her relatives,She was not employed,"
",Why does Louise Ingabire say there is still work to be done?,What does Ingabire plan to do with some of the money she is making?,Why did Ingabire previously stay at home?,0,Ice cream is currently not very common in Rwand,Provide financial support to her relatives,She was not employed,3,True,True,True,False,False,False,"['Ice cream is currently not very common in Rwand', 'Many Rwandans say they will not enjoy it', 'Local people are incurious about ice cream', 'The ice cream flavor can still be improve']","['Provide financial support to her relatives', 'Start a family', 'Change many people’s lives', 'Improve her shop']","['She was not employed', 'She was able to make money from home', 'She was trying to make her family’s dreams come true', 'She was taking care of her parents']",2,ControlSup-Grade5
25,Vienna Named World’s Top City for Quality of Life,"Viennese-born Helena Hartlauer, 32, said she was not surprised at her city’s top position. The municipality’s social democratic government has a long tradition of spending money on social housing. Vienna almost uniquely affordable among major cities. “I live in a 100sq-meter turn-of-the-century apartment in a good area about 20 minutes’ walk from the city center. But my rent is just $200. An equivalent apartment in London would cost up to $200. It would even cost more in New York, ranked 44th in the table.",control-sup-grade5,The government has helped make housing cheap,The question or the answer options are not supported by the passage.,It is a 20 minute walk from her workplace,"
",Why is Vienna a cheap place to live compared to other cities?,How much rent does Helena Hartlauer pay for her apartment?,What is one thing Hartlauer lists as a desirable aspect of her apartment?,1,The government has helped make housing cheap,£625,Its proximity to the center of the city,1,True,False,False,False,True,False,"['The government has helped make housing cheap', 'A social tradition of sharing apartments among several people', 'Apartments in other cities are closer to the city center', 'Vienna is not a bustling economic center']","['£625', '£100', '£2,000', 'She does not pay rent as she owns her apartment']","['Its proximity to the center of the city', 'It is a 20 minute walk from her workplace', 'It is owned by Vienna’s government', 'The lack of crime in its surroundings']",2,ControlSup-Grade5
26,Wealth Therapy for the Rich,"“I shifted towards it naturally,” he said. “Many of the extremely wealthy – the 1percent of the 1percent – feel that their problems are really not problems. But they are. A lot of therapists do not give enough weight to their problems. So, what issues are America’s most struggling with? “There is guilt over being rich in the first place,” he said. “There is the feeling that they have to hide the fact that they are rich. And, then, there is the isolation — being in the 1percent, it turns out, can be lonely.” It seems like Scott Fitzgerald was right. He is the very rich “are different from you and me.”",control-sup-grade5,1% of the extremely wealthy people,The need to hide that they are rich,Their problems,"
",Who thinks that the problems of the wealthy are not real?,What do wealthy people feel guilty about?,What do the wealthy feel is not real?,0,A large number of the extremely wealthy people,Their wealth,Their problems,1,False,False,True,False,False,False,"['A large number of the extremely wealthy people', '1% of the extremely wealthy people', 'Occupy Wall Street', 'No one']","['Their wealth', 'The need to hide that they are rich', 'Creating separation between the rich and the poor', 'Not working as hard as poor people']","['Their problems', 'Their wealth', 'The financial crisis', 'Media reports']",2,ControlSup-Grade5
0,101-Year-Old Bottle Message,"""It was very surprising,"" said 62-year-old Angela Erdmann, when she heard about the bottle. A man came to my door and told me that my grandfather had died. He then told me that a message in a bottle had been found and that the name that was on the card was that of my grandfather. The letter had been given to the International Maritime Museum in the northern port city of Hamburg and a genealogical researcher had managed to track her down in Berlin.",muss_bart_sup_out,News of the discovery of the bottle,The question or the answer options are not supported by the passage.,Her grandfather’s name appeared on the message,"
",What did Angela’s visitor deliver?,Who was Angela’s visitor?,How did the visitor know the message in the bottle was written by Angela’s grandfather?,1,News of the discovery of the bottle,An ancestry researcher,Her grandfather’s name appeared on the message,2,True,False,True,False,True,False,"['News of the discovery of the bottle', 'A message from the post office', 'A letter from a museum in Hamburg', 'A package for Angela']","['An ancestry researcher', 'A museum representative from Hamburg', 'A postman', 'A journalist']","['Her grandfather’s name appeared on the message', 'Her grandfather’s name was carved on the bottle', 'The person who gave it to the museum said so', 'The letter had unique details about her grandfather’s life']",2,MUSS-SUP
17,Nepal’s Tiger Population on the Rise,"More people in Asia are buying tiger skins and body parts. These parts are used in traditional Chinese medicines. International gangs pay poor local Nepali large amounts to kill the cats. The skin and bones are passed on to middlemen. They easily cross the border to India, where the major dealers are based. One major problem is that senior officials and mafia groups are involved in the trade.",muss_bart_sup_out,Pay others to kill tigers,They help the mafia trade tigers,They kill tigers,"
",What do international gangs do?,What is one problem with some of the senior officials in Nepal which hinders the reduction of the tiger trade?,How are poor locals involved in the tiger trade?,0,Pay others to kill tigers,They help the mafia trade tigers,They kill tigers,3,True,True,True,False,False,False,"['Pay others to kill tigers', 'Kill tigers', 'Use tiger skins for clothing', 'Raise tigers for sale']","['They help the mafia trade tigers', 'They are part of the mafia', 'They buy tiger skins', 'They publicly support the tiger trade']","['They kill tigers', 'They provide international gangs with information in exchange for money', 'They make clothes from tiger skins', 'They raise tigers for sale']",2,MUSS-SUP
1,A New Form of Lie Detector Test,"The polygraph is widely used in the United States in criminal and other cases. It is also used by the FBI and CIA, but is not used much in Europe. Many people in the scientific and legal communities do not believe it is reliable. On the other hand, the new method developed by the researchers worked well in experiments. The basic idea is that liars tend to fidget more, so the use of an all-body motion suit will pick this up. The kind used in films to create computer-generated characters. Ross Anderson, a member of the research team, said: ""Decades of deception research show that the interviewer will tell truth from lies only slightly better than random. The new method, on the other hand, has a rating of over 70%. In some tests, the team has already reached 80% success. Anderson said: ""The takeaway message is that guilty people are more likely to fidget, and we can measure this.",muss_bart_sup_out,Create computer-generated characters,Body motions that show whether someone is guilty,A researcher on the team developing the new method for lie-detection,"
",What can an all-body suit be used for?,What does Anderson say can be measured now?,What position does Ross Anderson hold?,0,Create computer-generated characters,Body motions that show whether someone is guilty,A researcher on the team developing the new method for lie-detection,3,True,True,True,False,False,False,"['Create computer-generated characters', 'Influence liars to fidget more', 'Protect FBI and CIA agents', 'Protect the body in cold weather']","['Body motions that show whether someone is guilty', 'Whether fidgeting causes people to feel guilty', 'The reliability of the polygraph in determining if someone is guilty', 'Small changes in breathing rate that show if someone is guilty']","['A researcher on the team developing the new method for lie-detection', 'A test participant whose lies the new method could correctly detect 80% of the time', 'A special effects editor who creates computer generated characters for tests', 'A director of an organization looking to refine interrogation methods']",2,MUSS-SUP
26,Wealth Therapy for the Rich,"""I just naturally moved towards it,"" he said, becoming an expert in wealth therapy. ""Many people who are very rich - the 1% of the 1% - feel that their problems are not problems. But they are. Many people do not give their issues enough weight. So, what issues are America's 1% struggling with? ""You feel guilt that you're rich in the first place,"" he said. They feel like they have to hide the fact that they are rich. And, then, there is the isolation - being in the 1%, it turns out, can be lonely. It seems F. Scott Fitzgerald was right: the very rich ""are different from you and me."" Counselors say things have become worse since the financial crisis, which has led to movements like Occupy Wall Street and the Fight for $15.",muss_bart_sup_out,1% of the extremely wealthy people,Their wealth,Their problems,"
",Who thinks that the problems of the wealthy are not real?,What do wealthy people feel guilty about?,What do the wealthy feel is not real?,0,A large number of the extremely wealthy people,Their wealth,Their problems,2,False,True,True,False,False,False,"['A large number of the extremely wealthy people', '1% of the extremely wealthy people', 'Occupy Wall Street', 'No one']","['Their wealth', 'The need to hide that they are rich', 'Creating separation between the rich and the poor', 'Not working as hard as poor people']","['Their problems', 'Their wealth', 'The financial crisis', 'Media reports']",2,MUSS-SUP
20,Rwandan Women Whip up Popular Ice Cream Business,"The shop, which has ""ice cream, coffee, dreams"" across its signs, is drawing local interest in the dessert and changing lives, says Inzozi Nziza's manager Louise Ingabire. ""Ice cream is important,"" she said between bites of a honey-based dessert. Some people like ice cream, but it is new to them. We still have some work to do, to tell others that they will enjoy it. The shop can certainly make dreams come true. Inzozi Nziza's motto. I never had a job before. I just stayed at home. Now, I have a future vision. I am making money and I can give some of it to my family, he said.",muss_bart_sup_out,Many Rwandans say they will not enjoy it,Provide financial support to her relatives,The question or the answer options are not supported by the passage.,"
",Why does Louise Ingabire say there is still work to be done?,What does Ingabire plan to do with some of the money she is making?,Why did Ingabire previously stay at home?,1,Ice cream is currently not very common in Rwand,Provide financial support to her relatives,She was not employed,1,False,True,False,False,False,True,"['Ice cream is currently not very common in Rwand', 'Many Rwandans say they will not enjoy it', 'Local people are incurious about ice cream', 'The ice cream flavor can still be improve']","['Provide financial support to her relatives', 'Start a family', 'Change many people’s lives', 'Improve her shop']","['She was not employed', 'She was able to make money from home', 'She was trying to make her family’s dreams come true', 'She was taking care of her parents']",2,MUSS-SUP
28,Why You Should Start Work at 10AM,"It follows a paper, published in 2014, in which he noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, the natural wake-up time is 9am. The standard school start time works for 10-year-olds, but not 16- to 18-year-olds. For the older children, it may be better to start the school day at 11am or even later. Kelley and his colleagues wrote in the paper that a 7am alarm call for older adolescents is the equivalent of a 4.30am start for a teacher in their 50s.",muss_bart_sup_out,10-year-olds naturally wake up earlier than 18-year-olds,To explain how unnatural it is for teenagers to wake up at 7am,It is naturally around 9am,"
",What does Kelley state about people’s natural wake-up times?,Why does Kelley mention teachers in their 50s?,What does Kelly say about the wake-up time of 18-year-olds?,0,10-year-olds naturally wake up earlier than 18-year-olds,To explain how unnatural it is for teenagers to wake up at 7am,It is naturally around 9am,3,True,True,True,False,False,False,"['10-year-olds naturally wake up earlier than 18-year-olds', '18-year-olds naturally wake up earlier than 10-year-olds', 'Both children and teenagers would benefit from a school day that starts at 11am or later', 'People’s natural wake-up times depends on the time they go to be']","['To explain how unnatural it is for teenagers to wake up at 7am', 'To show how teachers are suffering due to the current school start time', 'To argue that teenagers are lazy in comparison to their teachers', 'To show that teachers agree with the observations Kelley makes']","['It is naturally around 9am', 'It depends on how lazy they are', 'It is similar to the natural waking time of teachers', 'It naturally varies over the course of the week']",2,MUSS-SUP
3,Bangladeshi Organization Delivers a Lesson on Ending Child Labor,"For 14 years, SOHAY, a grassroots non-governmental organization (NGO) funded by the Global Fund for Children and Comic relief. It has been working in slum areas of Dhaka to get child laborers into school. It focuses on children working in hazardous conditions – in aluminum and plastic factories, and tanneries. The classroom is one of 23 city development centers that SOHAY has set up across the capital. The centers prepare children for primary school with classes that help them catch up on their education. Once they are in primary school, the children can do homework at the centers, with help from their peers. Alamin, ten, who used to work in a plastic factory, attends one of the centers. His father is a street seller and his mother a part-time domestic worker. They are all happy that he’s now in school and away from hazardous work. His friend Rabi says he wants to forget his past in the factory. “I like school,” he says.",control-sup-grade7,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,"
",What do the classes at the center do?,Who is Alamin?,What does Alamin currently do?,0,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,3,True,True,True,False,False,False,"['Assist children with getting ready for primary school', 'Provide children additional homework', 'Teach children safety conditions for doing risky work', 'Provide childcare for children while their parents are working']","['A former factory worker', 'A teacher in one of the centers', 'A 14 year old from SOHAY', 'A factory owner who is against child labor']","['Attends one of the learning centers', 'Works at a plastic factory', 'Volunteers at an NGO', 'Rescues children from factories']",2,ControlSup-Grade7
23,The Greek Island Where Time Is Running Out,"But, because the island still runs on cash, the closure of banks nationwide has been devastating. Residents have been forced to make nine-hour round trips to the nearest big island to get cash and Greek visitors say they can’t get together enough cash to come. “tourist numbers are down 80percent this year,” said Mayor Maria Kakali, home to around 200 people. “Even people born here and living in Athens, who have their own places on the island, aren’t coming.”",control-sup-grade7,They have to make long trips to another island to get money,They do not have enough physical money,To a bigger neighboring island,"
",How has the closure of Greek banks affected the local residents of the island?,Why do Greek visitors no longer come to the island?,Where do island residents have to travel to get cash?,0,They have to make long trips to another island to get money,They do not have enough physical money,To a bigger neighboring island,3,True,True,True,False,False,False,"['They have to make long trips to another island to get money', 'They have to go to the biggest Greek island for banking services', 'Some have moved to Athens to earn more money', 'All the bank workers on the island lost their jobs']","['They do not have enough physical money', 'They can’t afford the trip', 'It is 9 hours away from the closest island', 'Travel agents no longer recommend it as an attractive destination']","['To a bigger neighboring island', 'To a bank on the same island that can take 9 hours to reach', 'To the city of Athens', 'To the post office']",2,ControlSup-Grade7
14,Love Hormone Helps Autistic Children Bond with Others,"Autism is a developmental disorder seen in more than one in 100 people. The condition affects individuals in different ways, but is characterized by difficulties in social interaction and communication. So far, there is no effective treatment for the social problems caused by autism. Researchers at Yale have studied the brain chemical oxytocin as a possible treatment for the social impairments caused by autism. It plays a key role in bonding and trust. Results have been mixed, though: one recent study found no significant benefit for youths given the chemical over several days. But Pelphrey said oxytocin might help the brain learn from social interactions; it would work best when used with therapies that encourage people with autism to engage more socially, he said.",control-sup-grade7,There was no effective treatment available,Some experiments found oxytocin had an effect on autism and some did not,The question or the answer options are not supported by the passage.,"
",How were the social aspects of autism effectively treated before the time this article was written?,What are the results of Oxytocin experiments so far?,What is the effectiveness of non-oxytocin treatments for social problems caused by autism?,1,There was no effective treatment available,Some experiments found oxytocin had an effect on autism and some did not,They have no significant effect,2,True,True,False,False,False,True,"['There was no effective treatment available', 'So far, by focusing on causes of autism', 'With chemicals', 'With surgery']","['Some experiments found oxytocin had an effect on autism and some did not', 'Experiments worked well on all participants but one', 'They showed good results on more than 100 people', 'No experiments have been conducted so far']","['They have no significant effect', 'They are highly effective but not perfect', 'The studies conducted by researchers at Yale are focusing on this question', 'They work for adults but not for children']",2,ControlSup-Grade7
5,Bright Future for Astrotourism,"“Remember,” Fildes tells his team, “it’s about interaction, it’s about entertainment, it’s about inspiring people.” Fildes, 49, is at the forefront of the UK’s burgeoning astrotourism industry. The key moment for Northumberland came in 2013 when the entire national park housing Hadrian’s Wall. It was awarded Dark Sky Park status, the only one in England. Dark Sky Parks are rare. The 2013 Star Count revealed that only 5percent of the U.K. population can see more than 31 stars on a good night. The Tucson, Arizona-based International Dark-Sky Association (IDA) confers the standing only on places that take major steps to avoid light pollution. Recipients must also prove their night skies are sufficiently dark. In Northumberland Dark Sky Park, as the area was rebadged, it is so dark that Venus casts a shadow on the Earth.",control-sup-grade7,That only a small portion of the population could see over 31 stars on a clear night,The question or the answer options are not supported by the passage.,The question or the answer options are not supported by the passage.,"
",What did the 2013 Star Count find?,What does the International Dark-Sky Association (IDA) do?,What is one criteria the International Dark-Sky Association looks for when awarding Dark Sky Park status to a park?,2,That only a small portion of the population could see over 31 stars on a clear night,Awards special status to parks,Whether the park’s night sky is sufficiently dark,1,True,False,False,False,True,True,"['That only a small portion of the population could see over 31 stars on a clear night', 'That 5% of the UK population goes out to look at stars', 'That Fieldes is the leading figure in the UK’s astrotourism industry', 'That the UK is one of the best countries in the world for stargazing']","['Awards special status to parks', 'Regulates light pollution across the world', 'Oversees UK’s astrotourism industry', 'Organizes astronomy conferences']","['Whether the park’s night sky is sufficiently dark', 'Whether Venus casts a shadow over the park', 'Whether over 31 stars can be seen on a clear night', 'Whether the park is a popular region for tourism']",2,ControlSup-Grade7
6,Can the US Electric Bike Market Get a Jump Start?,"The U.S. is an outlier when it comes to electric bikes. Nearly 32 million e-bikes were sold in 2014, the vast majority in China, where they are primarily used for transportation. They are popular in much of Europe, too. They’re common in the Netherlands and Switzerland; German postal workers use them to get around and BMW offers one for about $3,000.",control-sup-grade7,E-bike sales in China reached 32 million,People who work for the German post office,The question or the answer options are not supported by the passage.,"
",What was true about the e-bike market in 2014?,Who uses e-bikes for work?,What is true of the e-bike market in China?,1,Most e-bike sales in the world were in Chin,People who work for the German post office,It was the largest e-bike market in the world as of 2014,1,False,True,False,False,False,True,"['Most e-bike sales in the world were in Chin', 'E-bike sales in China reached 32 million', 'E-bike regulations emerged in many parts of Europe', 'E-bike sales in Europe doubled from their level in 2013']","['People who work for the German post office', 'People who work for BMW', '32 million people around the world', 'People who deliver foo']","['It was the largest e-bike market in the world as of 2014', 'Over 32 million e-bikes were sold there in 2014', 'It is dominated by BMW', 'It does not exist yet']",2,ControlSup-Grade7
26,Wealth Therapy for the Rich,"“I shifted towards it naturally,” he said of his becoming an expert in wealth therapy. “Many of the extremely wealthy – the 1percent of the 1percent – feel that their problems are really not problems. But they are. A lot of therapists do not give enough weight to their problems. So, what issues are America’s 1percent struggling with? “There is guilt over being rich in the first place,” he said. “There is the feeling that they have to hide the fact that they are rich. And, then, there is the isolation — being in the 1percent, it turns out, can be lonely.” It seems that the very rich “are different from you and me.” Counselors argue things have become worse since the financial crisis and the debate over income inequality.",control-sup-grade7,1% of the extremely wealthy people,Their wealth,Their problems,"
",Who thinks that the problems of the wealthy are not real?,What do wealthy people feel guilty about?,What do the wealthy feel is not real?,0,A large number of the extremely wealthy people,Their wealth,Their problems,2,False,True,True,False,False,False,"['A large number of the extremely wealthy people', '1% of the extremely wealthy people', 'Occupy Wall Street', 'No one']","['Their wealth', 'The need to hide that they are rich', 'Creating separation between the rich and the poor', 'Not working as hard as poor people']","['Their problems', 'Their wealth', 'The financial crisis', 'Media reports']",2,ControlSup-Grade7
29,Will Drones Soon Be Delivering Packages to Your Doorstep,"Professor Sanjiv Singh, who works for delivery company NearEarth, said that flying drones is quite simple – you just give it some basic instructions: go to this height, do this short task, go back home. But even short flights from a mobile landing place could cause serious problems, he said. “They’re not planning to deliver in areas where nobody lives; they’re planning to deliver from a warehouse to the consumer, which will probably be in a town or city,” he said. “The drone will have to see hazards. Maybe there will be things that the map doesn’t know about. Maybe there will be construction equipment that wasn’t there but is there now. Maybe GPS signals will be blocked so it’s going to have an incorrect idea about where it is.” All this can be solved, he said – but it’s difficult.",Ele,To provide an example of a critical problem that may arise during drone flight,The question or the answer options are not supported by the passage.,It will have unreliable knowledge of its current location,"
",Why does Sanjiv mention GPS systems?,What does Professor Singh think about fixing current drone delivery problems?,What is Professor Singh worried will happen when the drone is unable to access GPS signals?,1,To provide an example of a critical problem that may arise during drone flight,He thinks that it is possible to resolve these problems,It will have unreliable knowledge of its current location,2,True,False,True,False,True,False,"['To provide an example of a critical problem that may arise during drone flight', 'To argue that people have incorrect ideas about how they work in drones', 'To illustrate how easy it is to fly drones', 'To discuss how common they are']","['He thinks that it is possible to resolve these problems', 'He believes the problems might be too difficult to fix', 'He thinks that blocked GPS signals will be the hardest problem to fix', 'He believes that his company will be the first to offer solutions to the problems']","['It will have unreliable knowledge of its current location', 'It will deliver to an incorrect location', 'It will be unable to follow simple instructions like “go to this height”', 'It will stop responding to control commands from the operator']",2,Elementary
28,Why You Should Start Work at 10AM,"Dr. Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a person’s natural waking hour is 9am, although you may think they are just a lazy teenager. The normal school starting time works for 10-year-olds but not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. “A 7am wake-up time for older teenagers,” says Kelley, “is the same as a 4.30am start for a teacher in their 50s.”",Ele,10-year-olds naturally wake up earlier than 18-year-olds,To explain how unnatural it is for teenagers to wake up at 7am,It is naturally around 9am,"
",What does Kelley state about people’s natural wake-up times?,Why does Kelley mention teachers in their 50s?,What does Kelly say about the wake-up time of 18-year-olds?,0,10-year-olds naturally wake up earlier than 18-year-olds,To explain how unnatural it is for teenagers to wake up at 7am,It is naturally around 9am,3,True,True,True,False,False,False,"['10-year-olds naturally wake up earlier than 18-year-olds', '18-year-olds naturally wake up earlier than 10-year-olds', 'Both children and teenagers would benefit from a school day that starts at 11am or later', 'People’s natural wake-up times depends on the time they go to be']","['To explain how unnatural it is for teenagers to wake up at 7am', 'To show how teachers are suffering due to the current school start time', 'To argue that teenagers are lazy in comparison to their teachers', 'To show that teachers agree with the observations Kelley makes']","['It is naturally around 9am', 'It depends on how lazy they are', 'It is similar to the natural waking time of teachers', 'It naturally varies over the course of the week']",2,Elementary
3,Bangladeshi Organization Delivers a Lesson on Ending Child Labor,"For 14 years, SOHAY, a non-governmental organization (NGO), has worked in slums in Dhaka to send child workers to school. It especially tries to help children who do dangerous work. The classroom is one of 23 centers that SOHAY has set up in Dhaka. The classes at the centers help children enter primary school. When they are in school, the children get extra help with their homework at the centers. Alamin, ten years old, used to work in a plastic factory. He now goes to one of the centers. His parents are happy that he’s now in school and not doing dangerous work. His friend Rabi says he wants to forget his past in the factory. “I like school,” he says.",Ele,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,"
",What do the classes at the center do?,Who is Alamin?,What does Alamin currently do?,0,Assist children with getting ready for primary school,A former factory worker,Attends one of the learning centers,3,True,True,True,False,False,False,"['Assist children with getting ready for primary school', 'Provide children additional homework', 'Teach children safety conditions for doing risky work', 'Provide childcare for children while their parents are working']","['A former factory worker', 'A teacher in one of the centers', 'A 14 year old from SOHAY', 'A factory owner who is against child labor']","['Attends one of the learning centers', 'Works at a plastic factory', 'Volunteers at an NGO', 'Rescues children from factories']",2,Elementary
6,Can the US Electric Bike Market Get a Jump Start?,"The US is different from other countries when it comes to electric bikes. Nearly 32 million e-bikes were sold in 2014, most of them in China, where people mostly use them for transportation. They are popular in many parts of Europe, too. They’re common in the Netherlands and Switzerland; German postal workers use them and BMW sells one for about $3,000.",Ele,Most e-bike sales in the world were in Chin,People who work for the German post office,The question or the answer options are not supported by the passage.,"
",What was true about the e-bike market in 2014?,Who uses e-bikes for work?,What is true of the e-bike market in China?,1,Most e-bike sales in the world were in Chin,People who work for the German post office,It was the largest e-bike market in the world as of 2014,2,True,True,False,False,False,True,"['Most e-bike sales in the world were in Chin', 'E-bike sales in China reached 32 million', 'E-bike regulations emerged in many parts of Europe', 'E-bike sales in Europe doubled from their level in 2013']","['People who work for the German post office', 'People who work for BMW', '32 million people around the world', 'People who deliver foo']","['It was the largest e-bike market in the world as of 2014', 'Over 32 million e-bikes were sold there in 2014', 'It is dominated by BMW', 'It does not exist yet']",2,Elementary
25,Vienna Named World’s Top City for Quality of Life,"Helena Hartlauer, 32, is from Vienna. She said she was not surprised about her city’s top position. For many years, Vienna’s government has spent money on good social housing. This makes Vienna a cheap place to live compared to other big cities. “I live in a 100 square-meter apartment in a good area about 20 minutes’ walk from the city center. But my rent is just €800 (£625) a month.” A similar apartment in London costs over £2,000 and even more in New York, which came 44th in the study.",Ele,The government has helped make housing cheap,£625,Its proximity to the center of the city,"
",Why is Vienna a cheap place to live compared to other cities?,How much rent does Helena Hartlauer pay for her apartment?,What is one thing Hartlauer lists as a desirable aspect of her apartment?,0,The government has helped make housing cheap,£625,Its proximity to the center of the city,3,True,True,True,False,False,False,"['The government has helped make housing cheap', 'A social tradition of sharing apartments among several people', 'Apartments in other cities are closer to the city center', 'Vienna is not a bustling economic center']","['£625', '£100', '£2,000', 'She does not pay rent as she owns her apartment']","['Its proximity to the center of the city', 'It is a 20 minute walk from her workplace', 'It is owned by Vienna’s government', 'The lack of crime in its surroundings']",2,Elementary
0,101-Year-Old Bottle Message,"“It was very surprising,” Angela Erdmann, 62, said, when she described how she found out about the bottle. “A man came to my door and told me he had post from my grandfather. Then, he told me that someone had found a message in a bottle and that on the card was my grandfather’s name.” Her visitor was a family-tree researcher who found her in Berlin after someone gave the letter to a museum in the northern city of Hamburg.",Ele,A message from the post office,A postman,Her grandfather’s name appeared on the message,"
",What did Angela’s visitor deliver?,Who was Angela’s visitor?,How did the visitor know the message in the bottle was written by Angela’s grandfather?,0,News of the discovery of the bottle,An ancestry researcher,Her grandfather’s name appeared on the message,1,False,False,True,False,False,False,"['News of the discovery of the bottle', 'A message from the post office', 'A letter from a museum in Hamburg', 'A package for Angela']","['An ancestry researcher', 'A museum representative from Hamburg', 'A postman', 'A journalist']","['Her grandfather’s name appeared on the message', 'Her grandfather’s name was carved on the bottle', 'The person who gave it to the museum said so', 'The letter had unique details about her grandfather’s life']",2,Elementary
10,Inky the Octopus Escapes from Aquarium,"One idea is that Inky crossed the aquarium floor – a journey of three or four meters – and then, he realized that freedom was very near so he entered a drainpipe that led directly to the sea. The drainpipe was 50 meters long and opened into Hawke’s Bay, on the east coast of New Zealand’s North Island. It is also possible that Inky escaped through an open pipe at the top of his tank, which led under the floor to the drain. “When we came in the next morning and his tank was empty, I was really surprised,” said Yarrell, who has not started looking for Inky. “The staff and I have been sad. But then, this is Inky and he’s always been a bit of a surprise octopus.”",Ele,No one is sure - there are several theories that could explain his escape,The question or the answer options are not supported by the passage.,Inky has been known to surprise people,"
",How did Inky escape?,What was the staff’s reaction to Inky’s disappearance?,Why does Inky’s escape make sense to Yarrell?,1,No one is sure - there are several theories that could explain his escape,They were upset but did not search for him,Inky has been known to surprise people,2,True,False,True,False,True,False,"['No one is sure - there are several theories that could explain his escape', 'Through an open pipe at the top of his tank', 'Yarrell and other staff secretly helped him', 'Through a window that was accidentally left open']","['They were upset but did not search for him', 'They were sad and launched a thorough search, but couldn’t find him', 'They examined a drainpipe that led directly to the sea to find him', 'They were upset that they did not take adequate precautions']","['Inky has been known to surprise people', 'Inky had been sad for a while', 'Inky always liked to explore to pipes', 'Octopuses have escaped from aquariums before']",2,Elementary
